id,buyer_id,product_id,quantity,city,state,status,created_at,estimated_value
324,152,297,50,Bhubaneswar,Odisha,quoted,2025-01-17 21:00:00,4343855.9
325,59,399,2,Thiruvananthapuram,Kerala,contacted,2024-02-20 07:00:00,33622.4
326,52,193,10,Vadodara,Gujarat,new,2024-10-26 15:00:00,146791.64
327,112,75,10,Durgapur,West Bengal,lost,2024-08-20 05:00:00,220025.47
328,35,235,10,Bhubaneswar,Odisha,negotiating,2025-05-14 08:00:00,3258543.23
329,33,17,1,Hyderabad,Telangana,contacted,2024-02-26 14:00:00,147606.94
330,44,390,50,Ranchi,Jharkhand,contacted,2024-05-31 19:00:00,16340297.78
331,157,88,500,Nagpur,Maharashtra,lost,2024-02-14 13:00:00,215178555.67
332,126,111,200,Jodhpur,Rajasthan,lost,2024-05-22 00:00:00,42226210.69
333,64,127,50,Jaipur,Rajasthan,quoted,2024-04-23 18:00:00,27178429.21
334,147,3,100,Kolkata,West Bengal,expired,2024-01-21 15:00:00,1004642.94
335,130,18,100,Nagpur,Maharashtra,quoted,2024-09-02 22:00:00,2362826.67
336,116,254,10,Jodhpur,Rajasthan,new,2025-01-20 00:00:00,936189.46
337,105,112,5,Visakhapatnam,Andhra Pradesh,quoted,2024-05-02 20:00:00,3850287.19
338,5,246,20,Kanpur,Uttar Pradesh,new,2024-08-23 18:00:00,4173416.74
339,7,233,200,Patna,Bihar,won,2025-03-23 22:00:00,274284.97
340,95,321,200,Howrah,West Bengal,won,2024-01-01 20:00:00,70230209.57
341,86,272,1,Vijayawada,Andhra Pradesh,contacted,2025-01-20 08:00:00,15004.52
342,157,278,10,Nagpur,Maharashtra,won,2024-02-11 19:00:00,65227.88
343,15,264,50,Chandigarh,Chandigarh,lost,2024-02-26 12:00:00,952745.99
344,159,21,50,Raipur,Chhattisgarh,quoted,2024-11-27 17:00:00,26568516.25
345,144,364,10,Howrah,West Bengal,new,2024-06-20 07:00:00,118985.73
346,123,378,10,Jodhpur,Rajasthan,won,2025-01-24 07:00:00,2201338.99
347,69,258,100,Chennai,Tamil Nadu,contacted,2024-02-02 11:00:00,56800388.26
348,125,257,500,Noida,Uttar Pradesh,lost,2024-08-28 22:00:00,284258930.67
349,137,150,200,Hubballi,Karnataka,negotiating,2025-02-13 21:00:00,3287381.68
350,17,97,200,Lucknow,Uttar Pradesh,new,2024-07-19 05:00:00,107283863.12
351,20,56,5,Mysuru,Karnataka,contacted,2024-12-22 04:00:00,3760548.44
352,53,267,1,Guwahati,Assam,contacted,2025-05-11 21:00:00,144692.14
353,34,243,50,Vijayawada,Andhra Pradesh,quoted,2025-01-12 20:00:00,935358.79
354,49,33,1,Amritsar,Punjab,lost,2024-04-28 16:00:00,774524.03
355,106,297,50,Noida,Uttar Pradesh,negotiating,2025-02-06 10:00:00,3864010.17
356,136,281,200,Indore,Madhya Pradesh,quoted,2024-10-17 04:00:00,57453094.84
357,79,88,20,Patna,Bihar,contacted,2024-07-09 09:00:00,8403703.98
358,13,76,50,Amritsar,Punjab,contacted,2025-05-04 05:00:00,918973.46
359,42,365,500,Mumbai,Maharashtra,contacted,2025-05-13 05:00:00,454287233.6
360,40,83,10,Lucknow,Uttar Pradesh,new,2024-06-11 18:00:00,2568484.71
361,67,190,5,Noida,Uttar Pradesh,contacted,2024-12-28 01:00:00,3708708.14
362,89,76,50,Bhopal,Madhya Pradesh,quoted,2025-05-14 05:00:00,896348.35
363,32,13,100,Chandigarh,Chandigarh,lost,2025-01-28 04:00:00,26248165.94
364,82,80,1,Nagpur,Maharashtra,expired,2024-10-06 16:00:00,213675.83
365,76,243,20,Coimbatore,Tamil Nadu,expired,2025-01-21 18:00:00,458728.4
366,145,374,200,Thiruvananthapuram,Kerala,contacted,2024-02-27 23:00:00,127910996.45
367,11,72,500,Udaipur,Rajasthan,new,2024-01-13 12:00:00,6062348.76
368,57,229,50,Udaipur,Rajasthan,new,2024-01-29 19:00:00,803742.95
369,150,270,10,Ranchi,Jharkhand,won,2025-01-27 08:00:00,678811.34
370,22,276,200,Pune,Maharashtra,won,2025-05-05 02:00:00,156627342.4
371,101,100,200,Udaipur,Rajasthan,contacted,2024-11-05 16:00:00,867488.2
372,93,204,5,Mumbai,Maharashtra,won,2024-08-06 11:00:00,3956345.66
373,4,146,50,Vadodara,Gujarat,quoted,2025-05-15 14:00:00,45479980.5
374,23,111,200,Coimbatore,Tamil Nadu,won,2024-07-31 14:00:00,36995751.44
375,109,374,100,Surat,Gujarat,new,2024-10-27 19:00:00,56369164.5
376,54,156,200,Delhi,Delhi,expired,2024-09-25 10:00:00,1778211.85
377,152,388,100,Bhubaneswar,Odisha,new,2024-07-28 20:00:00,2562511.22
378,107,90,500,Hyderabad,Telangana,quoted,2024-10-17 04:00:00,8279578.14
379,98,149,500,Raipur,Chhattisgarh,quoted,2025-02-25 09:00:00,146397694.84
380,78,253,500,Bengaluru,Karnataka,won,2024-04-24 00:00:00,160146254.98
381,40,135,20,Lucknow,Uttar Pradesh,expired,2025-03-03 20:00:00,4059883.32
382,74,214,5,Amritsar,Punjab,quoted,2024-12-18 20:00:00,2752994.86
383,31,392,20,Bhopal,Madhya Pradesh,quoted,2025-05-11 02:00:00,14759098.22
384,93,298,200,Mumbai,Maharashtra,negotiating,2025-03-20 08:00:00,7905888.83
385,122,356,2,Jaipur,Rajasthan,quoted,2025-01-10 18:00:00,1388661.48
386,67,84,1,Noida,Uttar Pradesh,new,2024-08-24 22:00:00,2950.38
387,42,28,20,Mumbai,Maharashtra,quoted,2024-11-21 11:00:00,5652891.43
388,75,272,2,Guwahati,Assam,quoted,2025-01-27 20:00:00,25634.3
389,25,307,5,Warangal,Telangana,negotiating,2025-03-22 10:00:00,2719521.69
390,78,139,50,Bengaluru,Karnataka,new,2024-10-23 11:00:00,29188294.51
391,4,71,500,Vadodara,Gujarat,contacted,2025-02-02 15:00:00,50281428.44
392,42,53,10,Mumbai,Maharashtra,new,2024-04-23 06:00:00,3305068.74
393,144,315,500,Howrah,West Bengal,lost,2024-12-30 17:00:00,10354289.31
394,30,214,200,Visakhapatnam,Andhra Pradesh,lost,2024-02-29 04:00:00,134399136.12
395,123,179,20,Jodhpur,Rajasthan,won,2024-03-12 14:00:00,2587572.22
396,153,268,50,Pune,Maharashtra,new,2024-06-04 00:00:00,7889582.72
397,31,114,5,Bhopal,Madhya Pradesh,lost,2024-03-13 22:00:00,3320412.03
398,33,108,5,Hyderabad,Telangana,expired,2024-08-05 22:00:00,1112369.19
399,29,40,1,Bhubaneswar,Odisha,won,2025-01-22 13:00:00,4219.48
400,28,17,500,Noida,Uttar Pradesh,negotiating,2024-08-28 03:00:00,83891192.55
401,12,34,20,Indore,Madhya Pradesh,won,2025-01-21 03:00:00,384755.97
402,155,106,10,Coimbatore,Tamil Nadu,contacted,2024-06-28 00:00:00,2583515.19
403,72,297,50,Warangal,Telangana,quoted,2025-03-13 16:00:00,4206998.97
404,157,124,500,Nagpur,Maharashtra,negotiating,2024-02-20 18:00:00,420621742.47
405,136,112,10,Indore,Madhya Pradesh,expired,2024-03-28 17:00:00,5701984.42
406,26,110,500,Pune,Maharashtra,lost,2024-08-31 11:00:00,2662600.18
407,48,226,2,Ranchi,Jharkhand,contacted,2024-06-30 12:00:00,35732.42
408,132,117,100,Bhopal,Madhya Pradesh,new,2024-06-09 03:00:00,352187.07
409,134,70,200,Warangal,Telangana,won,2024-12-26 09:00:00,95115795.13
410,11,43,50,Udaipur,Rajasthan,quoted,2024-07-16 09:00:00,11449267.59
411,80,352,200,Amritsar,Punjab,contacted,2024-07-27 09:00:00,4785631.85
412,110,97,2,Durgapur,West Bengal,lost,2025-02-14 15:00:00,1296468.3
413,95,92,1,Howrah,West Bengal,expired,2024-09-08 21:00:00,209695.22
414,113,268,2,Chennai,Tamil Nadu,new,2024-07-21 12:00:00,311223.89
415,27,380,5,Surat,Gujarat,new,2025-05-14 06:00:00,848695.69
416,153,207,2,Pune,Maharashtra,contacted,2024-08-05 23:00:00,934420.07
417,149,304,20,Patna,Bihar,won,2025-02-14 20:00:00,16065859.62
418,92,244,100,Lucknow,Uttar Pradesh,expired,2024-09-18 08:00:00,19996173.58
419,117,56,2,Hubballi,Karnataka,contacted,2024-09-11 07:00:00,1563871.25
420,35,16,2,Bhubaneswar,Odisha,won,2025-03-01 02:00:00,1303834.06
421,7,92,100,Patna,Bihar,negotiating,2024-06-16 04:00:00,22379481.24
422,160,50,2,Lucknow,Uttar Pradesh,won,2024-09-23 15:00:00,7902.44
423,52,151,200,Vadodara,Gujarat,quoted,2024-05-13 17:00:00,92332104.17
424,139,280,1,Jodhpur,Rajasthan,expired,2024-01-17 13:00:00,733310.16
425,31,197,200,Bhopal,Madhya Pradesh,contacted,2024-07-11 14:00:00,33120935.88
426,9,91,500,Bhopal,Madhya Pradesh,negotiating,2025-02-03 09:00:00,92343578.22
427,43,252,100,Jaipur,Rajasthan,new,2025-01-01 12:00:00,62029067.34
428,29,292,200,Bhubaneswar,Odisha,won,2024-12-16 17:00:00,3342513.77
429,122,288,5,Jaipur,Rajasthan,quoted,2024-07-19 08:00:00,4112146.25
430,97,316,50,Ludhiana,Punjab,won,2024-05-25 10:00:00,996732.1
431,152,24,5,Bhubaneswar,Odisha,lost,2024-06-27 23:00:00,80566.2
432,88,195,2,Thiruvananthapuram,Kerala,quoted,2024-07-01 13:00:00,642657.29
433,63,127,10,Hyderabad,Telangana,negotiating,2024-10-30 02:00:00,5384108.28
434,17,157,2,Lucknow,Uttar Pradesh,contacted,2024-01-11 17:00:00,1299048.92
435,118,337,100,Nagpur,Maharashtra,negotiating,2025-04-06 13:00:00,38707592.75
436,121,302,1,Ahmedabad,Gujarat,expired,2024-07-12 18:00:00,658020.5
437,147,51,200,Kolkata,West Bengal,new,2024-12-11 06:00:00,3179815.27
438,129,416,50,Jodhpur,Rajasthan,new,2024-06-02 11:00:00,8529304.3
439,52,255,2,Vadodara,Gujarat,lost,2024-10-01 06:00:00,148311.41
440,13,153,100,Amritsar,Punjab,lost,2024-11-15 23:00:00,47217929.94
441,149,49,50,Patna,Bihar,contacted,2024-10-17 16:00:00,139750.37
442,54,178,2,Delhi,Delhi,negotiating,2024-06-03 16:00:00,616516.3
443,111,340,500,Lucknow,Uttar Pradesh,contacted,2024-07-31 12:00:00,89040893.25
444,132,233,500,Bhopal,Madhya Pradesh,contacted,2024-01-10 20:00:00,748800.39
445,48,296,200,Ranchi,Jharkhand,contacted,2025-05-07 23:00:00,187931233.37
446,69,327,500,Chennai,Tamil Nadu,lost,2025-03-12 13:00:00,314894186.11
447,16,268,10,Bengaluru,Karnataka,quoted,2024-03-16 07:00:00,1315949.83
448,77,223,100,Hyderabad,Telangana,contacted,2025-03-01 02:00:00,4593574.84
449,106,137,20,Noida,Uttar Pradesh,negotiating,2024-05-11 21:00:00,121425.56
450,104,123,2,Mysuru,Karnataka,new,2024-01-15 07:00:00,1616644.75
451,80,238,200,Amritsar,Punjab,negotiating,2024-08-11 13:00:00,49271220.02
452,10,104,5,Raipur,Chhattisgarh,contacted,2024-01-15 08:00:00,47566.26
453,72,338,500,Warangal,Telangana,new,2025-03-12 01:00:00,6812682.99
454,125,401,1,Noida,Uttar Pradesh,new,2025-04-04 02:00:00,1772.72
455,77,33,100,Hyderabad,Telangana,lost,2024-12-09 21:00:00,82820334.01
456,102,371,5,Ranchi,Jharkhand,contacted,2024-10-19 23:00:00,44556.92
457,31,268,500,Bhopal,Madhya Pradesh,contacted,2025-03-28 02:00:00,67729298.52
458,32,396,50,Chandigarh,Chandigarh,contacted,2024-10-26 23:00:00,18319549.61
459,61,217,10,Bengaluru,Karnataka,new,2024-03-30 06:00:00,8427156.72
460,113,210,20,Chennai,Tamil Nadu,lost,2024-01-29 15:00:00,13318815.84
461,29,163,500,Bhubaneswar,Odisha,quoted,2024-12-15 07:00:00,272817032.81
462,38,186,200,Ludhiana,Punjab,won,2025-02-24 09:00:00,1525532.97
463,156,18,1,Howrah,West Bengal,won,2025-02-07 21:00:00,19867.94
464,142,197,20,Nagpur,Maharashtra,negotiating,2024-12-24 11:00:00,3758167.38
465,32,274,10,Chandigarh,Chandigarh,lost,2024-07-17 00:00:00,9541199.69
466,101,131,20,Udaipur,Rajasthan,new,2025-02-25 07:00:00,10901951.74
467,42,225,50,Mumbai,Maharashtra,lost,2025-01-27 20:00:00,845791.64
468,9,141,2,Bhopal,Madhya Pradesh,lost,2025-04-26 15:00:00,1271457.71
469,106,171,100,Noida,Uttar Pradesh,lost,2025-02-23 03:00:00,87952934.68
470,67,260,2,Noida,Uttar Pradesh,quoted,2024-11-04 23:00:00,756246.46
471,84,233,1,Patna,Bihar,won,2024-11-24 20:00:00,1277.58
472,114,406,5,Mumbai,Maharashtra,new,2024-04-12 20:00:00,3188877.09
473,148,43,2,Kanpur,Uttar Pradesh,new,2024-09-21 22:00:00,529335.53
474,34,305,100,Vijayawada,Andhra Pradesh,won,2024-06-12 14:00:00,813372.44
475,35,134,5,Bhubaneswar,Odisha,won,2025-02-27 10:00:00,119265.62
476,51,44,100,Coimbatore,Tamil Nadu,quoted,2024-07-20 12:00:00,39981658.46
477,147,115,1,Kolkata,West Bengal,lost,2025-04-17 17:00:00,18772.47
478,59,46,200,Thiruvananthapuram,Kerala,contacted,2024-12-25 05:00:00,3589920.91
479,159,220,20,Raipur,Chhattisgarh,new,2025-05-05 11:00:00,706315.59
480,146,61,1,Howrah,West Bengal,won,2024-08-10 14:00:00,286212.99
481,127,61,10,Patna,Bihar,won,2024-04-07 08:00:00,2440467.45
482,127,196,5,Patna,Bihar,quoted,2024-04-15 19:00:00,86072.82
483,73,373,10,Delhi,Delhi,quoted,2024-07-28 04:00:00,6789153.68
484,68,121,200,Patna,Bihar,lost,2024-07-08 18:00:00,39335870.61
485,118,44,1,Nagpur,Maharashtra,quoted,2025-03-22 10:00:00,402953.45
486,102,352,10,Ranchi,Jharkhand,won,2024-12-28 13:00:00,223686.36
487,66,38,2,Vijayawada,Andhra Pradesh,negotiating,2024-01-27 10:00:00,46961.75
488,121,182,1,Ahmedabad,Gujarat,new,2024-09-15 19:00:00,17544.11
489,102,344,50,Ranchi,Jharkhand,new,2025-04-01 17:00:00,7745085.09
490,46,134,5,Jaipur,Rajasthan,quoted,2025-04-21 10:00:00,121838.42
491,34,46,50,Vijayawada,Andhra Pradesh,won,2024-08-09 04:00:00,963044.71
492,81,23,5,Thiruvananthapuram,Kerala,quoted,2025-05-13 08:00:00,19895.72
493,111,145,20,Lucknow,Uttar Pradesh,negotiating,2025-01-24 08:00:00,281291.43
494,112,85,50,Durgapur,West Bengal,won,2024-09-08 04:00:00,572780.65
495,113,28,10,Chennai,Tamil Nadu,new,2024-04-27 05:00:00,2813841.02
496,67,84,200,Noida,Uttar Pradesh,quoted,2025-04-03 15:00:00,571253.05
497,92,364,500,Lucknow,Uttar Pradesh,quoted,2024-09-09 03:00:00,6489374.53
498,38,64,50,Ludhiana,Punjab,new,2025-03-20 09:00:00,1343812.3
499,44,384,500,Ranchi,Jharkhand,lost,2024-10-15 21:00:00,428746510.45
500,150,3,500,Ranchi,Jharkhand,won,2024-04-02 13:00:00,5286481.94
501,64,394,200,Jaipur,Rajasthan,won,2025-03-30 10:00:00,13431242.68
502,32,202,50,Chandigarh,Chandigarh,negotiating,2025-05-02 03:00:00,25971619.31
503,40,15,2,Lucknow,Uttar Pradesh,quoted,2024-12-28 21:00:00,77027.56
504,69,305,1,Chennai,Tamil Nadu,contacted,2024-01-23 20:00:00,8487.4
505,116,167,5,Jodhpur,Rajasthan,contacted,2024-01-25 20:00:00,1353728.08
506,15,381,2,Chandigarh,Chandigarh,negotiating,2024-11-04 12:00:00,752040.94
507,66,92,10,Vijayawada,Andhra Pradesh,expired,2025-03-19 12:00:00,2085546.1
508,54,84,100,Delhi,Delhi,won,2024-05-25 20:00:00,356360.92
509,40,62,20,Lucknow,Uttar Pradesh,quoted,2024-08-09 23:00:00,497791.19
510,80,351,5,Amritsar,Punjab,quoted,2024-02-19 11:00:00,3883769.81
511,126,229,100,Jodhpur,Rajasthan,quoted,2024-10-15 19:00:00,1506519.91
512,109,416,50,Surat,Gujarat,negotiating,2024-08-10 20:00:00,7310475.47
513,11,263,50,Udaipur,Rajasthan,expired,2024-12-12 07:00:00,229115.73
514,40,254,500,Lucknow,Uttar Pradesh,negotiating,2024-09-25 02:00:00,41467398.0
515,112,41,200,Durgapur,West Bengal,contacted,2024-03-06 21:00:00,184121680.03
516,64,268,100,Jaipur,Rajasthan,contacted,2024-01-25 17:00:00,12833399.7
517,12,263,2,Indore,Madhya Pradesh,quoted,2024-07-30 03:00:00,8682.95
518,146,417,20,Howrah,West Bengal,quoted,2024-10-26 02:00:00,13363759.34
519,5,59,200,Kanpur,Uttar Pradesh,new,2024-04-03 12:00:00,53945930.18
520,107,361,20,Hyderabad,Telangana,contacted,2025-01-05 14:00:00,11995322.95
521,116,320,20,Jodhpur,Rajasthan,quoted,2025-04-15 05:00:00,10052476.82
522,21,383,20,Pune,Maharashtra,lost,2024-02-24 13:00:00,437011.41
523,2,203,2,Hubballi,Karnataka,new,2024-12-01 15:00:00,1040525.31
524,104,337,200,Mysuru,Karnataka,contacted,2025-02-20 19:00:00,79765394.36
525,102,412,20,Ranchi,Jharkhand,new,2024-03-10 00:00:00,1545453.38
526,5,357,10,Kanpur,Uttar Pradesh,lost,2024-04-17 15:00:00,3554757.13
527,62,224,500,Thiruvananthapuram,Kerala,contacted,2024-06-03 14:00:00,81182933.11
528,109,12,2,Surat,Gujarat,new,2024-03-19 23:00:00,1400958.14
529,125,242,1,Noida,Uttar Pradesh,lost,2024-10-26 07:00:00,384213.6
530,146,201,1,Howrah,West Bengal,contacted,2024-02-22 20:00:00,15892.27
531,111,213,200,Lucknow,Uttar Pradesh,won,2024-11-01 23:00:00,170262793.27
532,75,19,200,Guwahati,Assam,quoted,2024-09-19 18:00:00,104488148.99
533,125,119,1,Noida,Uttar Pradesh,quoted,2024-08-04 18:00:00,1511.61
534,17,138,100,Lucknow,Uttar Pradesh,lost,2024-02-29 15:00:00,1353575.93
535,89,230,100,Bhopal,Madhya Pradesh,new,2024-05-27 23:00:00,45491883.34
536,89,225,10,Bhopal,Madhya Pradesh,quoted,2024-10-27 21:00:00,165652.8
537,155,367,200,Coimbatore,Tamil Nadu,new,2024-05-30 23:00:00,21488017.02
538,107,345,50,Hyderabad,Telangana,won,2025-02-13 05:00:00,830590.21
539,73,354,2,Delhi,Delhi,won,2024-03-07 05:00:00,1257824.11
540,156,252,2,Howrah,West Bengal,won,2025-04-27 15:00:00,1171916.14
541,54,286,1,Delhi,Delhi,expired,2024-07-02 08:00:00,16048.02
542,41,90,500,Jodhpur,Rajasthan,new,2024-02-02 10:00:00,8911245.02
543,159,117,2,Raipur,Chhattisgarh,negotiating,2024-09-06 08:00:00,8170.49
544,91,394,1,Bhopal,Madhya Pradesh,won,2024-10-12 08:00:00,87598.24
545,132,310,2,Bhopal,Madhya Pradesh,won,2025-04-19 14:00:00,72158.24
546,29,55,2,Bhubaneswar,Odisha,lost,2024-01-22 16:00:00,1216289.83
547,31,106,50,Bhopal,Madhya Pradesh,new,2024-05-29 22:00:00,14467000.7
548,130,256,2,Nagpur,Maharashtra,new,2024-07-05 10:00:00,1081981.08
549,32,104,200,Chandigarh,Chandigarh,expired,2025-01-28 00:00:00,1616778.59
550,122,175,20,Jaipur,Rajasthan,quoted,2024-02-13 08:00:00,145475.84
551,107,185,10,Hyderabad,Telangana,new,2025-01-20 16:00:00,4513136.59
552,59,71,100,Thiruvananthapuram,Kerala,quoted,2024-07-28 14:00:00,11729104.66
553,133,407,50,Bhubaneswar,Odisha,lost,2024-08-14 04:00:00,6502304.17
554,133,36,2,Bhubaneswar,Odisha,contacted,2024-07-24 05:00:00,10574.85
555,101,389,1,Udaipur,Rajasthan,won,2024-11-24 04:00:00,5017.37
556,15,324,500,Chandigarh,Chandigarh,expired,2024-08-02 12:00:00,266272538.74
557,142,156,50,Nagpur,Maharashtra,lost,2024-01-05 08:00:00,572438.77
558,157,76,100,Nagpur,Maharashtra,quoted,2024-04-15 17:00:00,1840997.47
559,159,334,200,Raipur,Chhattisgarh,won,2025-03-30 20:00:00,8954807.89
560,51,155,2,Coimbatore,Tamil Nadu,new,2024-06-20 12:00:00,3326.91
561,33,267,500,Hyderabad,Telangana,contacted,2024-02-17 16:00:00,72567966.14
562,134,175,5,Warangal,Telangana,new,2025-03-31 17:00:00,38865.59
563,62,397,20,Thiruvananthapuram,Kerala,won,2024-09-15 03:00:00,7018402.6
564,96,133,500,Ludhiana,Punjab,quoted,2024-01-25 20:00:00,204169532.54
565,115,153,1,Hyderabad,Telangana,quoted,2024-04-30 23:00:00,476047.5
566,145,366,500,Thiruvananthapuram,Kerala,lost,2024-04-29 11:00:00,947663.87
567,147,345,5,Kolkata,West Bengal,won,2024-09-23 23:00:00,74063.4
568,84,265,10,Patna,Bihar,lost,2024-07-03 14:00:00,2783271.42
569,109,211,2,Surat,Gujarat,new,2024-08-05 04:00:00,8322.76
570,115,40,50,Hyderabad,Telangana,won,2024-07-25 18:00:00,248860.96
571,102,136,200,Ranchi,Jharkhand,negotiating,2024-08-13 22:00:00,260579.41
572,126,375,100,Jodhpur,Rajasthan,lost,2024-03-14 16:00:00,72184979.23
573,118,67,500,Nagpur,Maharashtra,lost,2024-03-01 22:00:00,285726219.34
574,122,17,5,Jaipur,Rajasthan,lost,2024-07-08 03:00:00,770099.55
575,105,57,2,Visakhapatnam,Andhra Pradesh,quoted,2024-05-28 01:00:00,32601.6
576,31,191,20,Bhopal,Madhya Pradesh,expired,2024-06-04 09:00:00,8822977.25
577,37,73,100,Jaipur,Rajasthan,new,2025-04-02 09:00:00,49907480.28
578,56,94,200,Mumbai,Maharashtra,new,2024-10-07 11:00:00,177691.6
579,12,214,200,Indore,Madhya Pradesh,negotiating,2024-10-16 14:00:00,133571919.77
580,97,244,5,Ludhiana,Punjab,won,2024-09-15 20:00:00,1104985.75
581,116,342,200,Jodhpur,Rajasthan,new,2025-01-07 10:00:00,88902574.24
582,160,341,100,Lucknow,Uttar Pradesh,quoted,2025-04-05 12:00:00,24772916.24
583,12,344,200,Indore,Madhya Pradesh,won,2024-11-26 02:00:00,39870178.86
584,7,293,20,Patna,Bihar,negotiating,2024-03-04 20:00:00,7083450.12
585,50,317,500,Rajkot,Gujarat,negotiating,2024-01-28 18:00:00,291412481.81
586,122,258,1,Jaipur,Rajasthan,new,2025-04-24 17:00:00,538432.29
587,5,141,10,Kanpur,Uttar Pradesh,contacted,2024-12-27 18:00:00,6305609.86
588,137,311,50,Hubballi,Karnataka,quoted,2024-01-24 15:00:00,15924124.12
589,6,175,100,Bengaluru,Karnataka,contacted,2024-01-13 16:00:00,714887.64
590,66,47,2,Vijayawada,Andhra Pradesh,expired,2024-10-04 05:00:00,407263.37
591,47,131,2,Ranchi,Jharkhand,new,2025-05-02 13:00:00,1222932.04
592,16,315,50,Bengaluru,Karnataka,contacted,2024-12-31 01:00:00,917043.77
593,26,164,5,Pune,Maharashtra,quoted,2024-06-14 08:00:00,3077861.99
594,31,27,10,Bhopal,Madhya Pradesh,contacted,2024-11-01 18:00:00,85187.63
595,131,386,500,Guwahati,Assam,quoted,2024-02-28 08:00:00,5555332.5
596,119,284,100,Kolkata,West Bengal,new,2024-01-15 13:00:00,75213755.97
597,5,138,500,Kanpur,Uttar Pradesh,expired,2024-12-11 03:00:00,6030820.5
598,143,334,5,Bhubaneswar,Odisha,contacted,2024-07-27 14:00:00,201703.5
599,129,105,5,Jodhpur,Rajasthan,quoted,2024-03-27 07:00:00,3849930.27
600,109,285,200,Surat,Gujarat,new,2025-02-20 14:00:00,2829858.17
601,159,149,5,Raipur,Chhattisgarh,new,2025-04-22 15:00:00,1239952.26
602,65,349,100,Raipur,Chhattisgarh,expired,2025-03-07 20:00:00,21969145.86
603,131,145,1,Guwahati,Assam,new,2024-09-30 18:00:00,12187.91
604,23,203,2,Coimbatore,Tamil Nadu,lost,2025-01-06 17:00:00,1210705.41
605,111,108,500,Lucknow,Uttar Pradesh,expired,2024-06-11 21:00:00,116878161.62
606,67,386,200,Noida,Uttar Pradesh,contacted,2024-12-05 10:00:00,2437897.35
607,118,307,50,Nagpur,Maharashtra,new,2024-12-20 04:00:00,25854990.17
608,1,312,200,Udaipur,Rajasthan,new,2024-01-05 21:00:00,149133431.91
609,143,357,200,Bhubaneswar,Odisha,won,2024-10-02 02:00:00,73926773.97
610,20,276,1,Mysuru,Karnataka,lost,2025-02-21 21:00:00,674036.52
611,32,181,100,Chandigarh,Chandigarh,lost,2024-07-02 12:00:00,889945.53
612,3,64,200,Durgapur,West Bengal,quoted,2024-04-08 14:00:00,5069761.83
613,6,389,20,Bengaluru,Karnataka,won,2024-12-29 11:00:00,81249.39
614,158,321,20,Amritsar,Punjab,lost,2024-04-23 07:00:00,9222335.43
615,93,19,20,Mumbai,Maharashtra,quoted,2024-12-26 22:00:00,10100553.46
616,2,101,100,Hubballi,Karnataka,new,2024-05-22 18:00:00,1299241.91
617,44,283,10,Ranchi,Jharkhand,negotiating,2024-10-16 21:00:00,6580743.18
618,145,90,2,Thiruvananthapuram,Kerala,negotiating,2025-01-16 02:00:00,32333.91
619,146,117,500,Howrah,West Bengal,won,2024-05-20 06:00:00,1964699.05
620,6,355,500,Bengaluru,Karnataka,negotiating,2024-12-14 17:00:00,45090273.41
621,1,219,1,Udaipur,Rajasthan,lost,2024-06-14 13:00:00,316858.78
622,105,141,2,Visakhapatnam,Andhra Pradesh,won,2024-08-26 15:00:00,1229278.96
623,12,370,10,Indore,Madhya Pradesh,new,2025-04-15 13:00:00,6586815.76
624,81,3,100,Thiruvananthapuram,Kerala,contacted,2024-02-11 18:00:00,1025541.47
625,58,354,100,Delhi,Delhi,expired,2025-04-14 07:00:00,62837135.79
626,85,160,2,Udaipur,Rajasthan,negotiating,2024-02-19 00:00:00,158265.86
627,7,304,50,Patna,Bihar,lost,2024-05-06 03:00:00,35169818.69
628,88,28,50,Thiruvananthapuram,Kerala,quoted,2024-05-01 02:00:00,17697269.09
629,159,225,2,Raipur,Chhattisgarh,negotiating,2024-10-23 03:00:00,30482.0
630,16,18,100,Bengaluru,Karnataka,contacted,2025-03-10 22:00:00,1873879.43
631,33,32,200,Hyderabad,Telangana,new,2024-11-08 20:00:00,11003341.43
632,27,347,1,Surat,Gujarat,negotiating,2024-05-30 12:00:00,391419.9
633,159,386,100,Raipur,Chhattisgarh,contacted,2024-11-02 21:00:00,1327360.87
634,117,197,200,Hubballi,Karnataka,won,2025-03-26 19:00:00,34725936.61
635,87,334,1,Ahmedabad,Gujarat,quoted,2024-06-17 18:00:00,41842.09
636,27,7,2,Surat,Gujarat,negotiating,2025-03-06 06:00:00,667615.96
637,33,327,500,Hyderabad,Telangana,contacted,2024-08-03 15:00:00,297343129.9
638,114,96,10,Mumbai,Maharashtra,new,2024-01-23 01:00:00,4483510.38
639,150,224,500,Ranchi,Jharkhand,expired,2025-01-21 11:00:00,85621858.76
640,139,398,5,Jodhpur,Rajasthan,new,2024-06-07 19:00:00,5450.89
641,95,5,500,Howrah,West Bengal,negotiating,2024-12-13 04:00:00,1344009.62
642,130,420,500,Nagpur,Maharashtra,lost,2024-08-04 11:00:00,4520299.74
643,52,328,10,Vadodara,Gujarat,won,2024-06-23 06:00:00,5205917.82
644,120,308,50,Jaipur,Rajasthan,lost,2024-10-16 10:00:00,1135904.95
645,108,169,5,Ranchi,Jharkhand,new,2025-03-24 01:00:00,3277875.83
646,1,328,10,Udaipur,Rajasthan,won,2024-08-26 19:00:00,4529793.1
647,124,377,50,Mumbai,Maharashtra,lost,2024-07-11 06:00:00,4275946.82
